invoice_no,invoice_date,customer_id,gender,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I138689,11/3/2016 1:56,C190026,Female,51,Cosmetics,1,40.66,28.462,Cash,Central,Texas,Istinye Park
I258403,11/3/2016 1:57,C131264,Female,48,Technology,5,5250,4725,Debit Card,East,New York,Istinye Park
I294193,11/3/2016 1:57,C642468,Female,24,Food & Beverage,4,20.92,15.69,Credit Card,East,New York,Zorlu Center
I141424,11/3/2016 1:57,C213099,Female,35,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Metrocity
I832990,11/3/2016 1:57,C322782,Female,44,Shoes,1,600.17,450.1275,Cash,West,Idaho,Metrocity
I149006,11/3/2016 1:58,C270043,Female,59,Shoes,4,2400.68,2280.646,Credit Card,South,Virginia,Kanyon
I270354,11/3/2016 1:58,C117932,Female,46,Food & Beverage,5,26.15,19.6125,Debit Card,West,Oregon,Istinye Park
I957610,11/3/2016 1:58,C210309,Male,48,Food & Beverage,2,10.46,7.322,Cash,Central,Michigan,Zorlu Center
I706842,11/3/2016 1:58,C297588,Male,50,Food & Beverage,1,5.23,3.661,Credit Card,Central,Michigan,Istinye Park
I158285,11/3/2016 1:58,C326793,Male,24,Food & Beverage,2,10.46,7.322,Cash,West,Oregon,Kanyon
I493161,11/3/2016 1:59,C192156,Male,35,Cosmetics,2,81.32,56.924,Debit Card,East,Pennsylvania,Metropol AVM
I317357,11/3/2016 1:59,C232608,Male,52,Cosmetics,5,203.3,162.64,Credit Card,South,Alabama,Metrocity
I271795,11/3/2016 1:59,C318191,Female,20,Shoes,2,1200.34,1080.306,Cash,South,Alabama,Mall of Istanbul
I473533,11/3/2016 1:59,C334747,Male,32,Shoes,1,600.17,450.1275,Cash,South,Alabama,Istinye Park
I236858,11/3/2016 2:00,C222667,Female,64,Clothing,1,300.08,225.06,Cash,South,Alabama,Mall of Istanbul
I168341,11/3/2016 2:00,C249509,Male,55,Shoes,2,1200.34,1080.306,Credit Card,South,Alabama,Metropol AVM
I330491,11/3/2016 2:00,C262819,Female,27,Technology,2,2100,1890,Cash,West,California,Zorlu Center
I444459,11/3/2016 2:00,C211588,Female,56,Clothing,3,900.24,675.18,Debit Card,South,Tennessee,Mall of Istanbul
I600635,11/3/2016 2:01,C168758,Male,35,Clothing,1,300.08,225.06,Cash,West,California,Kanyon
I211129,11/3/2016 2:01,C309901,Female,31,Technology,5,5250,4725,Cash,West,California,Kanyon
I164872,11/3/2016 2:01,C157002,Male,20,Toys,2,71.68,50.176,Debit Card,West,California,Metrocity
I151794,11/3/2016 2:01,C676054,Female,45,Cosmetics,1,40.66,28.462,Credit Card,East,Ohio,Viaport Outlet
I147299,11/3/2016 2:02,C951755,Female,51,Clothing,3,900.24,675.18,Cash,Central,Iowa,Metrocity
I729770,11/3/2016 2:02,C202639,Female,41,Technology,5,5250,4725,Cash,Central,Iowa,Kanyon
I284204,11/3/2016 2:02,C337547,Female,19,Clothing,5,1500.4,1425.38,Debit Card,West,Washington,Metropol AVM
I111345,11/3/2016 2:02,C289356,Male,46,Shoes,4,2400.68,2280.646,Debit Card,South,Georgia,Metrocity
I244402,11/3/2016 2:02,C999631,Male,68,Clothing,3,900.24,675.18,Credit Card,South,Georgia,Metropol AVM
I115024,11/3/2016 2:03,C797887,Female,20,Books,1,15.15,10.605,Cash,West,Idaho,Kanyon
I321177,11/3/2016 2:03,C113673,Female,24,Technology,3,3150,2677.5,Credit Card,West,Idaho,Kanyon
I101325,11/3/2016 2:03,C101956,Female,27,Souvenir,1,11.73,8.211,Cash,West,Idaho,Mall of Istanbul
I256971,11/3/2016 2:03,C260042,Female,61,Cosmetics,1,40.66,28.462,Credit Card,Central,Michigan,Metrocity
I267111,11/3/2016 2:04,C202452,Male,60,Toys,5,179.2,143.36,Cash,Central,Michigan,Mall of Istanbul
I164028,11/3/2016 2:04,C154351,Male,61,Cosmetics,5,203.3,162.64,Debit Card,Central,Illinois,Istinye Park
I150004,11/3/2016 2:04,C166864,Female,26,Cosmetics,3,121.98,91.485,Debit Card,West,California,Viaport Outlet
I573006,11/3/2016 2:04,C298597,Female,56,Clothing,3,900.24,675.18,Cash,West,California,Mall of Istanbul
I391266,11/3/2016 2:05,C249917,Female,26,Food & Beverage,5,26.15,19.6125,Cash,West,California,Mall of Istanbul
I154841,11/3/2016 2:05,C199054,Female,24,Souvenir,2,23.46,16.422,Credit Card,West,California,Mall of Istanbul
I263215,11/3/2016 2:05,C199258,Female,23,Clothing,5,1500.4,1425.38,Cash,East,Ohio,Viaport Outlet
I499270,11/3/2016 2:05,C310516,Female,39,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Zorlu Center
I561640,11/3/2016 2:05,C198542,Male,56,Food & Beverage,4,20.92,15.69,Cash,East,Delaware,Istinye Park
I947461,11/3/2016 2:06,C411614,Female,63,Souvenir,3,35.19,24.633,Cash,East,Delaware,Mall of Istanbul
I760505,11/3/2016 2:06,C243455,Male,52,Food & Beverage,1,5.23,3.661,Debit Card,West,Idaho,Zorlu Center
I813483,11/3/2016 2:06,C217866,Female,44,Clothing,3,900.24,675.18,Cash,West,Idaho,Kanyon
I141855,11/3/2016 2:06,C201705,Female,30,Toys,1,35.84,25.088,Credit Card,West,Idaho,Istinye Park
I170561,11/3/2016 2:07,C833871,Female,39,Shoes,1,600.17,450.1275,Debit Card,West,Idaho,Kanyon
I603317,11/3/2016 2:07,C630399,Male,28,Technology,2,2100,1890,Cash,West,Idaho,Istinye Park
I244572,11/3/2016 2:07,C869307,Male,31,Books,2,30.3,21.21,Cash,East,Ohio,Kanyon
I273809,11/3/2016 2:07,C603885,Male,18,Technology,4,4200,3780,Debit Card,East,Delaware,Kanyon
I279716,11/3/2016 2:08,C328308,Female,55,Clothing,2,600.16,450.12,Cash,East,Delaware,Kanyon
I285543,11/3/2016 2:08,C175871,Female,34,Shoes,5,3000.85,2700.765,Cash,East,Delaware,Zorlu Center
I290173,11/3/2016 2:08,C254111,Female,69,Cosmetics,4,162.64,130.112,Debit Card,West,California,Kanyon
I339782,11/3/2016 2:08,C265769,Male,20,Cosmetics,2,81.32,56.924,Cash,West,California,Viaport Outlet
I132687,11/3/2016 2:09,C279432,Male,31,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Mall of Istanbul
I228509,11/3/2016 2:09,C128740,Female,20,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Mall of Istanbul
I301998,11/3/2016 2:09,C229950,Female,32,Souvenir,3,35.19,24.633,Cash,Central,Texas,Metropol AVM
I189478,11/3/2016 2:09,C344498,Male,55,Clothing,2,600.16,450.12,Debit Card,West,California,Zorlu Center
I788026,11/3/2016 2:09,C288306,Female,64,Shoes,4,2400.68,2280.646,Cash,West,California,Zorlu Center
I369368,11/3/2016 2:10,C148502,Female,30,Clothing,1,300.08,225.06,Credit Card,West,California,Istinye Park
I248806,11/3/2016 2:10,C219820,Male,22,Souvenir,2,23.46,16.422,Cash,South,Kentucky,Istinye Park
I163490,11/3/2016 2:10,C727982,Female,42,Toys,2,71.68,50.176,Cash,South,Kentucky,Mall of Istanbul
I903582,11/3/2016 2:10,C843661,Female,31,Food & Beverage,3,15.69,10.983,Debit Card,East,New York,Kanyon
I158485,11/3/2016 2:11,C158845,Female,42,Toys,2,71.68,50.176,Cash,Central,Texas,Kanyon
I308143,11/3/2016 2:11,C438037,Male,18,Souvenir,4,46.92,35.19,Cash,Central,Texas,Kanyon
I935149,11/3/2016 2:11,C275733,Female,45,Technology,1,1050,945,Cash,Central,Texas,Kanyon
I286412,11/3/2016 2:11,C324738,Female,40,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Istinye Park
I114082,11/3/2016 2:12,C163663,Male,65,Food & Beverage,3,15.69,10.983,Credit Card,South,Kentucky,Istinye Park
I284747,11/3/2016 2:12,C108243,Female,40,Clothing,5,1500.4,1425.38,Cash,South,Kentucky,Mall of Istanbul
I290102,11/3/2016 2:12,C691325,Male,53,Shoes,5,3000.85,2700.765,Cash,East,Delaware,Metrocity
I340389,11/3/2016 2:12,C251682,Female,21,Souvenir,1,11.73,8.211,Credit Card,East,Delaware,Mall of Istanbul
I164457,11/3/2016 2:12,C196150,Male,29,Clothing,1,300.08,225.06,Cash,East,Delaware,Metropol AVM
I809895,11/3/2016 2:13,C200927,Female,20,Clothing,2,600.16,450.12,Cash,Central,Illinois,Kanyon
I536524,11/3/2016 2:13,C166863,Female,39,Clothing,4,1200.32,1140.304,Cash,Central,Illinois,Kanyon
I157554,11/3/2016 2:13,C330490,Female,47,Shoes,2,1200.34,1080.306,Cash,Central,Illinois,Mall of Istanbul
I133364,11/3/2016 2:13,C148031,Female,62,Souvenir,4,46.92,35.19,Cash,Central,Illinois,Metrocity
I256004,11/3/2016 2:14,C408856,Female,68,Shoes,5,3000.85,2700.765,Debit Card,Central,Texas,Metropol AVM
I102278,11/3/2016 2:14,C190867,Male,24,Clothing,2,600.16,450.12,Cash,Central,Texas,Kanyon
I286131,11/3/2016 2:14,C191696,Male,52,Toys,2,71.68,50.176,Credit Card,East,New York,Mall of Istanbul
I112775,11/3/2016 2:14,C955942,Male,25,Technology,1,1050,945,Debit Card,East,New York,Istinye Park
I539875,11/3/2016 2:15,C321777,Female,39,Shoes,2,1200.34,1080.306,Cash,East,Delaware,Viaport Outlet
I245880,11/3/2016 2:15,C223280,Female,63,Food & Beverage,1,5.23,3.661,Cash,East,Delaware,Viaport Outlet
I317454,11/3/2016 2:15,C216826,Female,47,Clothing,3,900.24,675.18,Credit Card,East,Ohio,Kanyon
I145015,11/3/2016 2:15,C903274,Male,23,Shoes,2,1200.34,1080.306,Debit Card,East,New York,Viaport Outlet
I410726,11/3/2016 2:16,C314577,Female,41,Shoes,4,2400.68,2280.646,Credit Card,Central,Texas,Mall of Istanbul
I280180,11/3/2016 2:16,C171744,Female,27,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Metropol AVM
I100547,11/3/2016 2:16,C173500,Male,49,Food & Beverage,1,5.23,3.661,Credit Card,Central,Iowa,Mall of Istanbul
I242579,11/3/2016 2:16,C173866,Female,49,Souvenir,4,46.92,35.19,Cash,Central,Iowa,Zorlu Center
I103590,11/3/2016 2:16,C950605,Male,19,Clothing,1,300.08,225.06,Credit Card,Central,Iowa,Istinye Park
I276228,11/3/2016 2:17,C237337,Male,65,Food & Beverage,2,10.46,7.322,Credit Card,Central,Iowa,Mall of Istanbul
I274149,11/3/2016 2:17,C175556,Female,68,Clothing,4,1200.32,1140.304,Cash,Central,Iowa,Istinye Park
I222089,11/3/2016 2:17,C175627,Female,36,Clothing,2,600.16,450.12,Credit Card,West,Washington,Mall of Istanbul
I242942,11/3/2016 2:17,C332214,Female,54,Souvenir,2,23.46,16.422,Cash,West,Washington,Istinye Park
I189619,11/3/2016 2:18,C156269,Male,52,Clothing,4,1200.32,1140.304,Cash,West,Washington,Metropol AVM
I149445,11/3/2016 2:18,C129879,Female,40,Technology,5,5250,4725,Credit Card,West,Washington,Mall of Istanbul
I134950,11/3/2016 2:18,C610114,Female,59,Food & Beverage,2,10.46,7.322,Credit Card,West,Washington,Mall of Istanbul
I637142,11/3/2016 2:18,C762933,Female,58,Food & Beverage,2,10.46,7.322,Debit Card,West,Washington,Mall of Istanbul
I103065,11/3/2016 2:19,C205710,Male,31,Books,2,30.3,21.21,Credit Card,South,Florida,Mall of Istanbul
I860085,11/3/2016 2:19,C189944,Male,24,Cosmetics,2,81.32,56.924,Cash,South,Florida,Metrocity
I328287,11/3/2016 2:19,C327878,Female,41,Toys,1,35.84,25.088,Credit Card,South,Florida,Viaport Outlet
I275678,11/3/2016 2:19,C189156,Male,56,Shoes,1,600.17,450.1275,Cash,South,Florida,Viaport Outlet
I195528,11/3/2016 2:19,C265252,Female,30,Food & Beverage,2,10.46,7.322,Cash,South,Florida,Metropol AVM
I306940,11/3/2016 2:20,C958643,Female,37,Clothing,3,900.24,675.18,Debit Card,South,Florida,Metrocity
I164227,11/3/2016 2:20,C233583,Male,46,Clothing,4,1200.32,1140.304,Cash,South,Florida,Istinye Park
I640737,11/3/2016 2:20,C106340,Male,60,Cosmetics,3,121.98,91.485,Cash,South,Florida,Metrocity
I304318,11/3/2016 2:20,C219835,Female,66,Shoes,5,3000.85,2700.765,Debit Card,East,Pennsylvania,Kanyon
I321512,11/3/2016 2:21,C287290,Female,64,Shoes,3,1800.51,1620.459,Credit Card,East,New York,Kanyon
I306978,11/3/2016 2:21,C125534,Female,63,Clothing,4,1200.32,1140.304,Debit Card,West,California,Mall of Istanbul
I226716,11/3/2016 2:21,C301187,Male,51,Clothing,4,1200.32,1140.304,Credit Card,West,California,Kanyon
I324416,11/3/2016 2:21,C141819,Female,23,Books,4,60.6,45.45,Credit Card,West,California,Metrocity
I162008,11/3/2016 2:22,C910140,Female,48,Books,1,15.15,10.605,Credit Card,West,California,Istinye Park
I256778,11/3/2016 2:22,C716837,Female,56,Clothing,5,1500.4,1425.38,Cash,East,New York,Metropol AVM
I171955,11/3/2016 2:22,C292843,Female,44,Food & Beverage,2,10.46,7.322,Cash,East,New York,Mall of Istanbul
I866186,11/3/2016 2:22,C242889,Male,58,Souvenir,2,23.46,16.422,Cash,Central,Texas,Mall of Istanbul
I118161,11/3/2016 2:23,C120699,Female,58,Clothing,1,300.08,225.06,Debit Card,Central,Texas,Istinye Park
I228929,11/3/2016 2:23,C844757,Male,52,Clothing,1,300.08,225.06,Cash,Central,Texas,Metrocity
I202037,11/3/2016 2:23,C438270,Male,25,Shoes,3,1800.51,1620.459,Cash,Central,Texas,Zorlu Center
I200889,11/3/2016 2:23,C669846,Female,64,Shoes,5,3000.85,2700.765,Credit Card,Central,Texas,Kanyon
I289580,11/3/2016 2:23,C173467,Male,30,Food & Beverage,3,15.69,10.983,Cash,Central,Texas,Metropol AVM
I275605,11/3/2016 2:24,C800011,Female,19,Technology,2,2100,1890,Cash,East,New York,Zorlu Center
I203329,11/3/2016 2:24,C238164,Female,30,Cosmetics,4,162.64,130.112,Credit Card,Central,Texas,Metropol AVM
I727140,11/3/2016 2:24,C292077,Female,28,Souvenir,5,58.65,43.9875,Credit Card,East,Ohio,Kanyon
I190154,11/3/2016 2:24,C311198,Female,27,Food & Beverage,1,5.23,3.661,Credit Card,East,Ohio,Metrocity
I284455,11/3/2016 2:25,C178687,Female,29,Food & Beverage,3,15.69,10.983,Cash,Central,Texas,Kanyon
I276114,11/3/2016 2:25,C140569,Female,22,Clothing,3,900.24,675.18,Debit Card,West,Washington,Metrocity
I810647,11/3/2016 2:25,C517206,Female,49,Clothing,2,600.16,450.12,Debit Card,West,Washington,Zorlu Center
I874938,11/3/2016 2:25,C155894,Female,65,Food & Beverage,5,26.15,19.6125,Debit Card,West,California,Zorlu Center
I319970,11/3/2016 2:26,C165625,Male,30,Technology,2,2100,1890,Credit Card,East,New York,Zorlu Center
I217221,11/3/2016 2:26,C291404,Female,31,Books,4,60.6,45.45,Credit Card,West,Washington,Zorlu Center
I511284,11/3/2016 2:26,C259830,Female,62,Clothing,3,900.24,675.18,Credit Card,East,Ohio,Kanyon
I193616,11/3/2016 2:26,C105312,Male,31,Shoes,5,3000.85,2700.765,Credit Card,East,Ohio,Mall of Istanbul
I259791,11/3/2016 2:26,C174078,Female,27,Toys,3,107.52,80.64,Debit Card,East,Ohio,Metropol AVM
I180881,11/3/2016 2:27,C314867,Female,56,Clothing,1,300.08,225.06,Debit Card,East,Ohio,Kanyon
I828278,11/3/2016 2:27,C187302,Male,59,Shoes,1,600.17,450.1275,Debit Card,Central,Iowa,Istinye Park
I328832,11/3/2016 2:27,C996229,Female,57,Clothing,3,900.24,675.18,Cash,West,Arizona,Mall of Istanbul
I285383,11/3/2016 2:27,C336353,Female,49,Cosmetics,5,203.3,162.64,Cash,East,New York,Kanyon
I248733,11/3/2016 2:28,C324999,Female,55,Cosmetics,1,40.66,28.462,Cash,East,New York,Istinye Park
I314723,11/3/2016 2:28,C275281,Female,33,Technology,2,2100,1890,Credit Card,South,North Carolina,Istinye Park
I314782,11/3/2016 2:28,C248014,Female,34,Food & Beverage,1,5.23,3.661,Cash,South,North Carolina,Mall of Istanbul
I141207,11/3/2016 2:28,C820324,Female,44,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Zorlu Center
I393504,11/3/2016 2:29,C163909,Male,29,Clothing,5,1500.4,1425.38,Debit Card,West,California,Zorlu Center
I123977,11/3/2016 2:29,C424633,Male,33,Clothing,2,600.16,450.12,Credit Card,West,California,Viaport Outlet
I206884,11/3/2016 2:29,C796486,Female,37,Cosmetics,4,162.64,130.112,Cash,West,California,Istinye Park
I479945,11/3/2016 2:29,C685151,Female,27,Shoes,3,1800.51,1620.459,Cash,West,California,Mall of Istanbul
I288099,11/3/2016 2:30,C698651,Male,27,Books,3,45.45,31.815,Credit Card,West,California,Mall of Istanbul
I278680,11/3/2016 2:30,C136455,Male,45,Food & Beverage,5,26.15,19.6125,Credit Card,West,California,Kanyon
I938868,11/3/2016 2:30,C881997,Male,34,Cosmetics,2,81.32,56.924,Cash,Central,Michigan,Viaport Outlet
I178952,11/3/2016 2:30,C201308,Male,22,Clothing,5,1500.4,1425.38,Cash,South,Florida,Metrocity
I158549,11/3/2016 2:30,C339365,Female,42,Souvenir,3,35.19,24.633,Cash,South,Florida,Mall of Istanbul
I250354,11/3/2016 2:31,C744414,Female,21,Books,3,45.45,31.815,Credit Card,South,Alabama,Istinye Park
I611842,11/3/2016 2:31,C100935,Male,57,Clothing,4,1200.32,1140.304,Credit Card,Central,Illinois,Istinye Park
I289636,11/3/2016 2:31,C324765,Female,19,Clothing,3,900.24,675.18,Credit Card,Central,Illinois,Viaport Outlet
I322679,11/3/2016 2:31,C179986,Female,39,Toys,5,179.2,143.36,Cash,Central,Illinois,Zorlu Center
I644697,11/3/2016 2:32,C107703,Male,49,Clothing,5,1500.4,1425.38,Debit Card,Central,Michigan,Kanyon
I328630,11/3/2016 2:32,C107684,Male,65,Cosmetics,5,203.3,162.64,Cash,West,Colorado,Kanyon
I257834,11/3/2016 2:32,C361109,Male,27,Cosmetics,3,121.98,91.485,Cash,West,Colorado,Metropol AVM
I932357,11/3/2016 2:32,C251155,Female,34,Clothing,5,1500.4,1425.38,Cash,East,New York,Istinye Park
I282786,11/3/2016 2:33,C326965,Female,35,Toys,4,143.36,114.688,Cash,East,New York,Zorlu Center
I136397,11/3/2016 2:33,C316738,Male,68,Food & Beverage,2,10.46,7.322,Cash,East,New York,Metrocity
I175668,11/3/2016 2:33,C208929,Male,28,Toys,4,143.36,114.688,Credit Card,East,New York,Kanyon
I275521,11/3/2016 2:33,C254709,Male,38,Clothing,1,300.08,225.06,Cash,East,Delaware,Istinye Park
I243045,11/3/2016 2:33,C260897,Female,46,Food & Beverage,3,15.69,10.983,Cash,East,Delaware,Metrocity
I270409,11/3/2016 2:34,C303918,Female,37,Clothing,3,900.24,675.18,Debit Card,East,Delaware,Kanyon
I148945,11/3/2016 2:34,C188464,Male,56,Food & Beverage,5,26.15,19.6125,Credit Card,East,Delaware,Istinye Park
I349401,11/3/2016 2:34,C154476,Male,60,Cosmetics,3,121.98,91.485,Debit Card,Central,Texas,Viaport Outlet
I338844,11/3/2016 2:34,C680961,Female,40,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Istinye Park
I113758,11/3/2016 2:35,C195869,Female,32,Food & Beverage,5,26.15,19.6125,Credit Card,East,Massachusetts,Metrocity
I273303,11/3/2016 2:35,C300302,Female,56,Clothing,5,1500.4,1425.38,Cash,West,California,Zorlu Center
I249627,11/3/2016 2:35,C363571,Female,64,Shoes,2,1200.34,1080.306,Cash,West,California,Mall of Istanbul
I120525,11/3/2016 2:35,C164440,Male,43,Technology,2,2100,1890,Debit Card,Central,Illinois,Metrocity
I304192,11/3/2016 2:36,C336235,Female,56,Clothing,2,600.16,450.12,Cash,East,New York,Kanyon
I336264,11/3/2016 2:36,C179027,Male,23,Books,4,60.6,45.45,Credit Card,Central,Texas,Viaport Outlet
I111776,11/3/2016 2:36,C212622,Male,25,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Mall of Istanbul
I280527,11/3/2016 2:36,C922658,Female,64,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Mall of Istanbul
I335685,11/3/2016 2:37,C218298,Female,52,Clothing,1,300.08,225.06,Cash,South,Alabama,Kanyon
I245866,11/3/2016 2:37,C121086,Female,62,Technology,4,4200,3780,Credit Card,East,New York,Kanyon
I140035,11/3/2016 2:37,C312492,Female,34,Cosmetics,1,40.66,28.462,Cash,West,Arizona,Mall of Istanbul
I233916,11/3/2016 2:37,C564239,Male,24,Food & Beverage,4,20.92,15.69,Credit Card,South,North Carolina,Metropol AVM
I660114,11/3/2016 2:37,C492397,Male,49,Clothing,1,300.08,225.06,Credit Card,East,Pennsylvania,Metrocity
I317798,11/3/2016 2:38,C333517,Male,29,Food & Beverage,1,5.23,3.661,Cash,East,Ohio,Istinye Park
I336256,11/3/2016 2:38,C224005,Female,50,Souvenir,5,58.65,43.9875,Credit Card,East,Ohio,Kanyon
I152543,11/3/2016 2:38,C209868,Female,64,Clothing,1,300.08,225.06,Credit Card,West,California,Mall of Istanbul
I307589,11/3/2016 2:38,C335766,Male,19,Toys,1,35.84,25.088,Cash,West,California,Istinye Park
I549326,11/3/2016 2:39,C161782,Male,27,Shoes,5,3000.85,2700.765,Credit Card,West,California,Mall of Istanbul
I332436,11/3/2016 2:39,C479711,Female,25,Cosmetics,4,162.64,130.112,Cash,West,California,Kanyon
I323860,11/3/2016 2:39,C283476,Female,65,Clothing,1,300.08,225.06,Credit Card,West,California,Mall of Istanbul
I286555,11/3/2016 2:39,C184512,Male,66,Cosmetics,3,121.98,91.485,Debit Card,West,California,Istinye Park
I291303,11/3/2016 2:40,C322513,Male,22,Food & Beverage,1,5.23,3.661,Credit Card,West,California,Istinye Park
I299269,11/3/2016 2:40,C151216,Male,48,Souvenir,1,11.73,8.211,Cash,West,California,Viaport Outlet
I685037,11/3/2016 2:40,C234945,Male,42,Food & Beverage,5,26.15,19.6125,Cash,Central,Texas,Istinye Park
I326618,11/3/2016 2:40,C525358,Male,47,Toys,4,143.36,114.688,Debit Card,Central,Texas,Zorlu Center
I109993,11/3/2016 2:40,C112652,Female,28,Clothing,3,900.24,675.18,Cash,Central,Indiana,Mall of Istanbul
I102999,11/3/2016 2:41,C295992,Male,34,Toys,3,107.52,80.64,Credit Card,East,Pennsylvania,Metrocity
I979786,11/3/2016 2:41,C144220,Female,36,Clothing,1,300.08,225.06,Credit Card,East,Pennsylvania,Istinye Park
I216040,11/3/2016 2:41,C655023,Female,61,Cosmetics,1,40.66,28.462,Credit Card,West,California,Kanyon
I243657,11/3/2016 2:41,C555723,Male,67,Cosmetics,3,121.98,91.485,Cash,West,California,Viaport Outlet
I114227,11/3/2016 2:42,C205619,Female,39,Toys,5,179.2,143.36,Credit Card,East,New York,Mall of Istanbul
I745503,11/3/2016 2:42,C256364,Male,63,Clothing,3,900.24,675.18,Credit Card,East,New York,Viaport Outlet
I185776,11/3/2016 2:42,C319256,Female,66,Food & Beverage,2,10.46,7.322,Credit Card,East,Massachusetts,Metrocity
I249527,11/3/2016 2:42,C148734,Male,52,Technology,3,3150,2677.5,Credit Card,East,Massachusetts,Kanyon
I114498,11/3/2016 2:43,C240285,Female,52,Clothing,3,900.24,675.18,Cash,East,Massachusetts,Metropol AVM
I499471,11/3/2016 2:43,C276772,Female,58,Toys,3,107.52,80.64,Debit Card,West,Arizona,Mall of Istanbul
I194107,11/3/2016 2:43,C214491,Female,62,Cosmetics,5,203.3,162.64,Cash,West,Arizona,Kanyon
I255994,11/3/2016 2:43,C279076,Female,28,Cosmetics,4,162.64,130.112,Cash,West,Arizona,Metropol AVM
I267728,11/3/2016 2:44,C311489,Male,66,Clothing,5,1500.4,1425.38,Cash,West,Arizona,Metropol AVM
I581992,11/3/2016 2:44,C120158,Male,44,Books,2,30.3,21.21,Debit Card,West,Arizona,Kanyon
I201107,11/3/2016 2:44,C434821,Female,46,Shoes,5,3000.85,2700.765,Credit Card,West,Arizona,Istinye Park
I326648,11/3/2016 2:44,C350778,Male,26,Clothing,4,1200.32,1140.304,Cash,West,Arizona,Istinye Park
I277867,11/3/2016 2:44,C310034,Male,19,Food & Beverage,2,10.46,7.322,Credit Card,East,New York,Zorlu Center
I178599,11/3/2016 2:45,C203743,Male,39,Cosmetics,5,203.3,162.64,Cash,East,New York,Metropol AVM
I789228,11/3/2016 2:45,C310226,Female,51,Shoes,4,2400.68,2280.646,Credit Card,Central,Texas,Kanyon
I265915,11/3/2016 2:45,C257986,Male,54,Books,4,60.6,45.45,Credit Card,Central,Texas,Mall of Istanbul
